StudyID,Age,Gender,StorybookVersion,DelayCondition,Trial,Animal,TrialAccuracy,Begin,End,ReactionTime,Answer,AnswerType,sumaccuracy,trialamount,OverallAccuracy
AMP049,5.323287671,M,4,3,8,bear,0,771911.3,771916.5,4.178835,castle,incorrect2,4,8,0.5
AMP058,5.191780822,M,1,3,1,monkey,0,763424,763430.1,5.125521,pool,incorrect1,4,8,0.5
AMP058,5.191780822,M,1,3,2,lion,0,763436.7,763440,2.273539,candy,incorrect2,4,8,0.5
AMP058,5.191780822,M,1,3,3,dog,0,763448.1,763455.3,6.20678,car,incorrect2,4,8,0.5
AMP058,5.191780822,M,1,3,4,cow,1,763463.5,763470.2,5.670171,bedroom,correct,4,8,0.5
AMP058,5.191780822,M,1,3,5,cat,1,763478.3,763483.8,4.495242,library,correct,4,8,0.5
AMP058,5.191780822,M,1,3,6,pig,0,763491.9,763497.8,4.937333,car,incorrect1,4,8,0.5
AMP058,5.191780822,M,1,3,7,sheep,1,763504.4,763513,7.552107,car,correct,4,8,0.5
AMP058,5.191780822,M,1,3,8,bear,1,763519.5,763523.2,2.692679,pool,correct,4,8,0.5
AMP036,5.073972603,F,2,3,1,lion,0,607408.5,607415.9,6.360495,bedroom,incorrect1,4,8,0.5
AMP036,5.073972603,F,2,3,2,sheep,0,607424.1,607430.2,5.183313,playground,incorrect2,4,8,0.5
AMP036,5.073972603,F,2,3,3,cat,0,607438.3,607443.9,4.543638,pool,incorrect1,4,8,0.5
AMP036,5.073972603,F,2,3,4,cow,0,607450.6,607457.5,5.838471,car,incorrect1,4,8,0.5
AMP036,5.073972603,F,2,3,5,monkey,1,607464.2,607472.9,7.689128,beach,correct,4,8,0.5
AMP036,5.073972603,F,2,3,6,bear,1,607481,607487.5,5.49472,library,correct,4,8,0.5
AMP036,5.073972603,F,2,3,7,dog,1,607495.7,607504.7,8.005357,car,correct,4,8,0.5
AMP036,5.073972603,F,2,3,8,pig,1,607511.3,607518.5,6.23527,playground,correct,4,8,0.5
AMP131,5.336986301,F,3,3,1,pig,0,1047077,1047084,6.19228,basketball,incorrect2,4,8,0.5
AMP131,5.336986301,F,3,3,2,monkey,1,1047092,1047097,3.931288,subway,correct,4,8,0.5
AMP131,5.336986301,F,3,3,3,lion,1,1047105,1047111,5.212808,movie,correct,4,8,0.5
AMP131,5.336986301,F,3,3,4,cat,0,1047118,1047123,4.00828,bouncehouse,incorrect1,4,8,0.5
AMP131,5.336986301,F,3,3,5,dog,1,1047131,1047138,6.485642,bouncehouse,correct,4,8,0.5
AMP131,5.336986301,F,3,3,6,bear,0,1047147,1047151,3.763215,movie,incorrect2,4,8,0.5
AMP131,5.336986301,F,3,3,7,sheep,0,1047160,1047164,2.961783,bouncehouse,incorrect2,4,8,0.5
AMP131,5.336986301,F,3,3,8,cow,1,1047172,1047178,5.307401,basketball,correct,4,8,0.5
AMP135,5.671232877,F,4,3,1,lion,0,93382.58,93388.06,4.479586,castle,incorrect1,5,8,0.625
AMP135,5.671232877,F,4,3,2,bear,1,93396.25,93401.35,4.096918,museum,correct,5,8,0.625
AMP135,5.671232877,F,4,3,3,cow,0,93409.49,93415.31,4.81981,basketball,incorrect1,5,8,0.625
AMP135,5.671232877,F,4,3,4,cat,1,93423.59,93428,3.409161,baseball,correct,5,8,0.625
AMP135,5.671232877,F,4,3,5,monkey,1,93436.17,93440.81,3.637679,bouncehouse,correct,5,8,0.625
AMP135,5.671232877,F,4,3,6,dog,1,93448.92,93454.92,4.993917,bowling,correct,5,8,0.625
AMP135,5.671232877,F,4,3,7,pig,1,93461.48,93467.91,5.435801,tent,correct,5,8,0.625
AMP135,5.671232877,F,4,3,8,sheep,0,93475.99,93484.62,7.628439,barn,incorrect2,5,8,0.625
AMP020,5.550684932,M,1,3,1,sheep,0,2027.54,2037.444,8.903292,subway,foil,5,8,0.625
AMP020,5.550684932,M,1,3,2,bear,1,2045.682,2052.404,5.721822,pool,correct,5,8,0.625
AMP020,5.550684932,M,1,3,3,cow,0,2060.589,2066.146,4.5575,grocery,incorrect1,5,8,0.625
AMP020,5.550684932,M,1,3,4,lion,0,2074.307,2082.924,7.617166,beach,incorrect1,5,8,0.625
AMP020,5.550684932,M,1,3,5,monkey,1,2089.593,2100.47,9.876232,candy,correct,5,8,0.625
AMP020,5.550684932,M,1,3,6,dog,1,2108.599,2115.029,5.429524,beach,correct,5,8,0.625
AMP020,5.550684932,M,1,3,7,cat,1,2121.675,2125.086,2.410103,library,correct,5,8,0.625
AMP020,5.550684932,M,1,3,8,pig,1,2133.191,2141.964,7.772134,mountain,correct,5,8,0.625
AMP002,5.632876712,M,2,3,1,bear,1,4664.946,4669.241,3.294898,library,correct,8,8,1
AMP002,5.632876712,M,2,3,2,pig,1,4677.289,4681.85,3.561023,playground,correct,8,8,1
AMP002,5.632876712,M,2,3,3,sheep,1,4689.909,4694.558,3.649114,bedroom,correct,8,8,1
AMP002,5.632876712,M,2,3,4,cow,1,4702.671,4708.851,5.180495,pool,correct,8,8,1
AMP002,5.632876712,M,2,3,5,cat,1,4716.936,4724.645,6.709483,mountain,correct,8,8,1
AMP002,5.632876712,M,2,3,6,dog,1,4731.242,4736.02,3.777638,car,correct,8,8,1
AMP002,5.632876712,M,2,3,7,lion,1,4744.104,4749.062,3.957687,street,correct,8,8,1
AMP002,5.632876712,M,2,3,8,monkey,1,4757.128,4762.239,4.110041,beach,correct,8,8,1
AMP117,3.361643836,M,3,3,1,bear,1,5754.047,5764.36,9.311991,castle,correct,6,8,0.75
AMP117,3.361643836,M,3,3,2,cat,0,5772.444,5781.471,8.026621,bouncehouse,incorrect1,6,8,0.75
AMP117,3.361643836,M,3,3,3,pig,1,5788.056,5793.412,4.356221,baseball,correct,6,8,0.75
AMP117,3.361643836,M,3,3,4,monkey,1,5801.523,5806.654,4.130467,subway,correct,6,8,0.75
AMP117,3.361643836,M,3,3,5,sheep,1,5814.76,5821.048,5.287463,bowling,correct,6,8,0.75
AMP117,3.361643836,M,3,3,6,lion,1,5827.59,5833.105,4.515043,movie,correct,6,8,0.75
AMP117,3.361643836,M,3,3,7,dog,0,5839.613,5846.481,5.867431,pool,foil,6,8,0.75
AMP117,3.361643836,M,3,3,8,cow,1,5854.605,5862.626,7.02011,basketball,correct,6,8,0.75
AMP069,5.147945205,M,4,3,1,cow,0,65139.48,65146.25,5.765615,basketball,incorrect1,7,8,0.875
AMP069,5.147945205,M,4,3,2,lion,1,65153.11,65158.16,4.048208,barn,correct,7,8,0.875
AMP069,5.147945205,M,4,3,3,bear,1,65166.35,65174.3,6.945251,museum,correct,7,8,0.875
AMP069,5.147945205,M,4,3,4,monkey,1,65182.6,65187.61,4.00853,bouncehouse,correct,7,8,0.875
AMP069,5.147945205,M,4,3,5,cat,1,65195.76,65203.6,6.840325,baseball,correct,7,8,0.875
AMP069,5.147945205,M,4,3,6,pig,1,65210.25,65217.31,6.061556,tent,correct,7,8,0.875
AMP069,5.147945205,M,4,3,7,dog,1,65225.48,65229.4,2.927155,bowling,correct,7,8,0.875
AMP069,5.147945205,M,4,3,8,sheep,1,65237.61,65242.88,4.273214,basketball,correct,7,8,0.875
AMP047,5.676712329,F,1,3,1,cat,1,77624.82,77630.54,4.719253,library,correct,8,8,1
AMP047,5.676712329,F,1,3,2,lion,1,77638.66,77643.2,3.534115,grocery,correct,8,8,1
AMP047,5.676712329,F,1,3,3,pig,1,77651.31,77657.54,5.227152,mountain,correct,8,8,1
AMP047,5.676712329,F,1,3,4,cow,1,77665.68,77671.53,4.846602,bedroom,correct,8,8,1
AMP047,5.676712329,F,1,3,5,monkey,1,77679.63,77685.41,4.777547,candy,correct,8,8,1
AMP047,5.676712329,F,1,3,6,bear,1,77693.5,77699.77,5.270635,pool,correct,8,8,1
AMP047,5.676712329,F,1,3,7,dog,1,77706.35,77722.55,15.1984,beach,correct,8,8,1
AMP047,5.676712329,F,1,3,8,sheep,1,77729.19,77736.32,6.12873,car,correct,8,8,1
AMP015,4.460273973,M,2,3,1,pig,1,158811.7,158816.9,4.148911,playground,correct,5,8,0.625
AMP015,4.460273973,M,2,3,2,dog,1,158825,158829.7,3.672765,car,correct,5,8,0.625
AMP015,4.460273973,M,2,3,3,cat,0,158836.4,158841.4,4.025022,pool,incorrect1,5,8,0.625
AMP015,4.460273973,M,2,3,4,lion,1,158849.6,158854.2,3.54697,street,correct,5,8,0.625
AMP015,4.460273973,M,2,3,5,monkey,0,158862.3,158867.4,4.035292,library,incorrect1,5,8,0.625
AMP015,4.460273973,M,2,3,6,cow,1,158874.1,158879.1,3.980359,pool,correct,5,8,0.625
AMP015,4.460273973,M,2,3,7,bear,1,158887.4,158912.6,24.19148,library,correct,5,8,0.625
AMP015,4.460273973,M,2,3,8,sheep,0,158919.1,158923.9,3.743607,playground,incorrect2,5,8,0.625
AMP091,5.701369863,F,3,3,1,sheep,1,1035502,1035520,16.68583,bowling,correct,2,8,0.25
AMP091,5.701369863,F,3,3,2,monkey,0,1035527,1035536,8.558949,baseball,incorrect1,2,8,0.25
AMP091,5.701369863,F,3,3,3,pig,0,1035544,1035549,3.509588,beach,foil,2,8,0.25
AMP091,5.701369863,F,3,3,4,cat,0,1035557,1035562,3.936991,bouncehouse,incorrect1,2,8,0.25
AMP091,5.701369863,F,3,3,5,lion,0,1035570,1035575,4.085731,castle,incorrect2,2,8,0.25
AMP091,5.701369863,F,3,3,6,dog,0,1035584,1035589,3.851192,pool,foil,2,8,0.25
AMP091,5.701369863,F,3,3,7,cow,1,1035597,1035606,7.262294,basketball,correct,2,8,0.25
AMP091,5.701369863,F,3,3,8,bear,0,1035614,1035619,4.68052,playground,foil,2,8,0.25
AMP126,3.712328767,F,4,3,1,pig,1,336424.2,336429.4,4.176827,tent,correct,3,8,0.375
AMP126,3.712328767,F,4,3,2,sheep,1,336437.6,336442.8,4.219168,basketball,correct,3,8,0.375
AMP126,3.712328767,F,4,3,3,cat,0,336451.1,336456.7,4.586198,bowling,incorrect2,3,8,0.375
AMP126,3.712328767,F,4,3,4,lion,0,336465.1,336469.9,3.840232,castle,incorrect1,3,8,0.375
AMP126,3.712328767,F,4,3,5,bear,0,336478.1,336484.2,5.113683,baseball,incorrect1,3,8,0.375
AMP126,3.712328767,F,4,3,6,monkey,0,336490.9,336497.3,5.402049,beach,foil,3,8,0.375
AMP126,3.712328767,F,4,3,7,dog,1,336505.6,336510,3.485385,bowling,correct,3,8,0.375
AMP126,3.712328767,F,4,3,8,cow,0,336518.2,336522.6,3.419938,pool,foil,3,8,0.375
AMP086,3.84109589,F,4,3,1,dog,0,846928.2,846932.2,2.96381,car,foil,1,8,0.125
AMP086,3.84109589,F,4,3,2,bear,0,846940.4,846947.1,5.716294,library,foil,1,8,0.125
AMP086,3.84109589,F,4,3,3,pig,0,846953.7,846956.8,2.11552,bouncehouse,incorrect2,1,8,0.125
AMP086,3.84109589,F,4,3,4,monkey,0,846965,846973.8,7.741869,basketball,incorrect2,1,8,0.125
AMP086,3.84109589,F,4,3,5,lion,1,846982,846985.4,2.354182,barn,correct,1,8,0.125
AMP086,3.84109589,F,4,3,6,cow,0,846993.5,847000.1,5.526966,pool,foil,1,8,0.125
AMP086,3.84109589,F,4,3,7,sheep,0,847008.2,847011.6,2.398249,bedroom,foil,1,8,0.125
AMP086,3.84109589,F,4,3,8,cat,0,847019.8,847023.6,2.802424,bowling,incorrect2,1,8,0.125
AMP093,3.750684932,F,2,3,1,sheep,0,1483.308,1488.76,4.45112,playground,incorrect2,4,8,0.5
AMP093,3.750684932,F,2,3,2,bear,1,1497.02,1501.035,3.014722,library,correct,4,8,0.5
AMP093,3.750684932,F,2,3,3,lion,0,1509.179,1513.96,3.780577,bedroom,incorrect1,4,8,0.5
AMP093,3.750684932,F,2,3,4,monkey,1,1522.344,1527.036,3.691692,beach,correct,4,8,0.5
AMP093,3.750684932,F,2,3,5,cat,0,1535.209,1539.878,3.66832,pool,incorrect1,4,8,0.5
AMP093,3.750684932,F,2,3,6,dog,1,1548.021,1557.072,8.051332,car,correct,4,8,0.5
AMP093,3.750684932,F,2,3,7,pig,0,1563.845,1573.75,8.9046,bowling,foil,4,8,0.5
AMP093,3.750684932,F,2,3,8,cow,1,1581.945,1587.443,4.497895,pool,correct,4,8,0.5
AMP120,4.684931507,F,4,3,1,lion,0,346679.8,346685.9,5.060829,castle,incorrect1,3,8,0.375
AMP120,4.684931507,F,4,3,2,bear,1,346694.1,346698.6,3.467469,museum,correct,3,8,0.375
AMP120,4.684931507,F,4,3,3,sheep,0,346706.7,346712.1,4.324026,barn,incorrect2,3,8,0.375
AMP120,4.684931507,F,4,3,4,cat,1,346720.2,346725.7,4.519901,baseball,correct,3,8,0.375
AMP120,4.684931507,F,4,3,5,monkey,0,346733.9,346739.7,4.796028,beach,foil,3,8,0.375
AMP120,4.684931507,F,4,3,6,cow,0,346746.3,346752.4,5.092576,pool,foil,3,8,0.375
AMP120,4.684931507,F,4,3,7,pig,0,346760.5,346767.1,5.579194,bouncehouse,incorrect2,3,8,0.375
AMP120,4.684931507,F,4,3,8,dog,1,346775.2,346780.1,3.912304,bowling,correct,3,8,0.375
AMP130,3.446575342,M,1,3,1,sheep,0,763703.8,763710.6,5.717222,subway,foil,1,8,0.125
AMP130,3.446575342,M,1,3,2,pig,0,763718.7,763730.1,10.42125,museum,foil,1,8,0.125
AMP130,3.446575342,M,1,3,3,monkey,0,763736.8,763750.2,12.44869,baseball,foil,1,8,0.125
AMP130,3.446575342,M,1,3,4,cat,0,763758.4,763767.6,8.26045,bouncehouse,foil,1,8,0.125
AMP130,3.446575342,M,1,3,5,dog,0,763775.8,763795.8,19.03241,movie,foil,1,8,0.125
AMP130,3.446575342,M,1,3,6,cow,0,763804,763814.8,9.848767,castle,foil,1,8,0.125
AMP130,3.446575342,M,1,3,7,lion,0,763822.9,763832.3,8.389009,candy,incorrect2,1,8,0.125
AMP130,3.446575342,M,1,3,8,bear,1,763840.5,763847.7,6.16443,pool,correct,1,8,0.125
AMP004,4.660273973,F,2,3,1,cat,0,71306.5,71312.6,5.105054,beach,incorrect2,1,8,0.125
AMP004,4.660273973,F,2,3,2,bear,0,71320.33,71327.33,6.000063,car,incorrect2,1,8,0.125
AMP004,4.660273973,F,2,3,3,cow,0,71335.03,71339.87,3.843083,street,incorrect2,1,8,0.125
AMP004,4.660273973,F,2,3,4,monkey,0,71347.54,71358.73,10.19794,library,incorrect1,1,8,0.125
AMP004,4.660273973,F,2,3,5,pig,1,71366.34,71373.51,6.16925,playground,correct,1,8,0.125
AMP004,4.660273973,F,2,3,6,lion,0,71381.18,71389.74,7.560926,subway,foil,1,8,0.125
AMP004,4.660273973,F,2,3,7,sheep,0,71397.41,71401.95,3.53947,castle,foil,1,8,0.125
AMP004,4.660273973,F,2,3,8,dog,0,71409.57,71413.62,3.047632,baseball,foil,1,8,0.125
AMP112,3.463013699,F,4,3,1,bear,1,1293154,1293163,8.279136,museum,correct,6,8,0.75
AMP112,3.463013699,F,4,3,2,cow,1,1293169,1293177,6.323523,castle,correct,6,8,0.75
AMP112,3.463013699,F,4,3,3,monkey,1,1293185,1293189,3.30311,bouncehouse,correct,6,8,0.75
AMP112,3.463013699,F,4,3,4,pig,1,1293197,1293204,6.779522,tent,correct,6,8,0.75
AMP112,3.463013699,F,4,3,5,lion,1,1293211,1293218,5.917233,barn,correct,6,8,0.75
AMP112,3.463013699,F,4,3,6,sheep,1,1293225,1293232,5.98456,basketball,correct,6,8,0.75
AMP112,3.463013699,F,4,3,7,cat,0,1293240,1293245,3.877138,bowling,incorrect2,6,8,0.75
AMP112,3.463013699,F,4,3,8,dog,0,1293252,1293259,5.418719,baseball,incorrect2,6,8,0.75
AMP089,3.953424658,M,3,3,1,dog,1,780124.4,780130.5,5.042177,bouncehouse,correct,4,8,0.5
AMP089,3.953424658,M,3,3,2,lion,1,780138.7,780145.4,5.724346,movie,correct,4,8,0.5
AMP089,3.953424658,M,3,3,3,cow,1,780153.7,780166.6,11.87472,basketball,correct,4,8,0.5
AMP089,3.953424658,M,3,3,4,monkey,0,780174.8,780181.7,5.945523,car,foil,4,8,0.5
AMP089,3.953424658,M,3,3,5,pig,0,780189.9,780197.3,6.34908,beach,foil,4,8,0.5
AMP089,3.953424658,M,3,3,6,bear,1,780205.4,780213.1,6.702871,castle,correct,4,8,0.5
AMP089,3.953424658,M,3,3,7,sheep,0,780219.9,780232.8,11.86366,street,foil,4,8,0.5
AMP089,3.953424658,M,3,3,8,cat,0,780240.9,780249.6,7.719526,library,foil,4,8,0.5
AMP092,3.142465753,M,4,3,1,bear,0,703046.2,703055.7,8.513109,baseball,incorrect1,1,8,0.125
AMP092,3.142465753,M,4,3,2,cow,0,703062.1,703068.2,5.16347,pool,foil,1,8,0.125
AMP092,3.142465753,M,4,3,3,dog,1,703074.5,703080.3,4.826983,bowling,correct,1,8,0.125
AMP092,3.142465753,M,4,3,4,lion,0,703088.3,703095.1,5.852371,tent,incorrect2,1,8,0.125
AMP092,3.142465753,M,4,3,5,cat,0,703102.9,703110.2,6.237272,mountain,foil,1,8,0.125
AMP092,3.142465753,M,4,3,6,pig,0,703118,703124.2,5.235869,playground,foil,1,8,0.125
AMP092,3.142465753,M,4,3,7,sheep,0,703132,703136.4,3.395243,bouncehouse,incorrect1,1,8,0.125
AMP092,3.142465753,M,4,3,8,monkey,0,703144.2,703151.2,5.985571,basketball,incorrect2,1,8,0.125
AMP034,3.567123288,F,2,3,1,cat,1,703981.6,704035.7,53.12532,mountain,correct,3,8,0.375
AMP034,3.567123288,F,2,3,2,sheep,0,704043.5,704056.9,12.46184,castle,foil,3,8,0.375
AMP034,3.567123288,F,2,3,3,dog,1,704063.2,704090,25.80925,car,correct,3,8,0.375
AMP034,3.567123288,F,2,3,4,lion,1,704096.3,704103.2,5.919,street,correct,3,8,0.375
AMP034,3.567123288,F,2,3,5,bear,0,704111,704116.9,4.913079,bouncehouse,foil,3,8,0.375
AMP034,3.567123288,F,2,3,6,monkey,0,704124.6,704156.7,31.03442,museum,foil,3,8,0.375
AMP034,3.567123288,F,2,3,7,cow,0,704164.5,704171.6,6.142331,movie,foil,3,8,0.375
AMP034,3.567123288,F,2,3,8,pig,0,704179.3,704185.4,5.089092,bowling,foil,3,8,0.375
AMP066,3.22739726,F,3,3,1,bear,0,1958381,1958385,3.36937,playground,foil,1,8,0.125
AMP066,3.22739726,F,3,3,2,lion,1,1958393,1958397,2.8564600000000002,movie,correct,1,8,0.125
AMP066,3.22739726,F,3,3,3,sheep,0,1958404,1958409,3.385285,bouncehouse,incorrect2,1,8,0.125
AMP066,3.22739726,F,3,3,4,pig,0,1958416,1958422,4.653401,museum,incorrect1,1,8,0.125
AMP066,3.22739726,F,3,3,5,monkey,0,1958430,1958436,4.977524,bowling,incorrect2,1,8,0.125
AMP066,3.22739726,F,3,3,6,cat,0,1958443,1958449,4.701403,library,foil,1,8,0.125
AMP066,3.22739726,F,3,3,7,cow,0,1958457,1958464,6.085238,bedroom,foil,1,8,0.125
AMP066,3.22739726,F,3,3,8,dog,0,1958470,1958478,6.835235,movie,incorrect1,1,8,0.125
AMP041,3.468493151,F,4,3,1,bear,0,191792.7,191797.6,3.968807,castle,incorrect2,0,8,0
AMP041,3.468493151,F,4,3,2,monkey,0,191805.2,191812,5.74224,basketball,incorrect2,0,8,0
AMP041,3.468493151,F,4,3,3,sheep,0,191819.5,191825.1,4.544795,bouncehouse,incorrect1,0,8,0
AMP041,3.468493151,F,4,3,4,cow,0,191832.6,191837.6,3.953712,museum,incorrect2,0,8,0
AMP041,3.468493151,F,4,3,5,dog,0,191845.1,191853,6.839704,baseball,incorrect2,0,8,0
AMP041,3.468493151,F,4,3,6,cat,0,191860.5,191865.4,3.920806,tent,incorrect1,0,8,0
AMP041,3.468493151,F,4,3,7,lion,0,191873,191876.4,2.388584,street,foil,0,8,0
AMP041,3.468493151,F,4,3,8,pig,0,191883.9,191888.2,3.31647,bouncehouse,incorrect2,0,8,0
AMP054,4.706849315,M,1,3,1,cat,0,716412.6,716421.9,8.29755,bouncehouse,foil,3,8,0.375
AMP054,4.706849315,M,1,3,2,sheep,0,716428,716436.4,7.38976,subway,foil,3,8,0.375
AMP054,4.706849315,M,1,3,3,pig,0,716444,716450.6,5.636942,car,incorrect1,3,8,0.375
AMP054,4.706849315,M,1,3,4,cow,0,716456.6,716462.4,4.743659,library,incorrect2,3,8,0.375
AMP054,4.706849315,M,1,3,5,lion,1,716469.9,716473.8,2.810352,grocery,correct,3,8,0.375
AMP054,4.706849315,M,1,3,6,monkey,1,716479.8,716483.9,3.045504,candy,correct,3,8,0.375
AMP054,4.706849315,M,1,3,7,bear,0,716491.4,716503.4,10.97121,bedroom,incorrect1,3,8,0.375
AMP054,4.706849315,M,1,3,8,dog,1,716510.9,716516.5,4.584292,beach,correct,3,8,0.375
AMP064,4.246575342,M,2,3,1,bear,0,971799.8,971806.9,6.152218,bouncehouse,foil,2,8,0.25
AMP064,4.246575342,M,2,3,2,dog,0,971814.6,971819.3,3.686565,baseball,foil,2,8,0.25
AMP064,4.246575342,M,2,3,3,lion,1,971826.9,971831.5,3.583981,street,correct,2,8,0.25
AMP064,4.246575342,M,2,3,4,pig,0,971839.1,971845.4,5.300745,beach,incorrect1,2,8,0.25
AMP064,4.246575342,M,2,3,5,monkey,1,971853,971857.9,3.896751,beach,correct,2,8,0.25
AMP064,4.246575342,M,2,3,6,sheep,0,971865.5,971869.8,3.331003,playground,incorrect2,2,8,0.25
AMP064,4.246575342,M,2,3,7,cat,0,971877.4,971883.3,4.885467,beach,incorrect2,2,8,0.25
AMP064,4.246575342,M,2,3,8,cow,0,971890.9,971895.3,3.383898,car,incorrect1,2,8,0.25
AMP022,4.98630137,M,3,3,1,lion,1,800446.2,800450.4,3.245538,movie,correct,4,8,0.5
AMP022,4.98630137,M,3,3,2,monkey,0,800458,800462.9,3.838755,bowling,incorrect2,4,8,0.5
AMP022,4.98630137,M,3,3,3,cat,0,800470.5,800475.5,4.052305,bouncehouse,incorrect1,4,8,0.5
AMP022,4.98630137,M,3,3,4,cow,1,800481.6,800495.1,12.53209,basketball,correct,4,8,0.5
AMP022,4.98630137,M,3,3,5,sheep,0,800501.3,800511.4,9.104312,subway,incorrect1,4,8,0.5
AMP022,4.98630137,M,3,3,6,bear,1,800517.5,800522.4,3.865329,castle,correct,4,8,0.5
AMP022,4.98630137,M,3,3,7,pig,0,800530,800538.7,7.648819,museum,incorrect1,4,8,0.5
AMP022,4.98630137,M,3,3,8,dog,1,800546.2,800551.7,4.576571,bouncehouse,correct,4,8,0.5
AMP101,4.780821918,F,4,3,1,pig,1,1038897,1038913,14.83457,tent,correct,7,8,0.875
AMP101,4.780821918,F,4,3,2,cat,1,1038921,1038928,6.087763,baseball,correct,7,8,0.875
AMP101,4.780821918,F,4,3,3,sheep,1,1038935,1038944,7.131009,basketball,correct,7,8,0.875
AMP101,4.780821918,F,4,3,4,bear,1,1038951,1038959,6.40076,museum,correct,7,8,0.875
AMP101,4.780821918,F,4,3,5,dog,1,1038966,1038983,15.98973,bowling,correct,7,8,0.875
AMP101,4.780821918,F,4,3,6,lion,1,1038989,1038997,6.70919,barn,correct,7,8,0.875
AMP101,4.780821918,F,4,3,7,cow,1,1039005,1039010,4.313015,castle,correct,7,8,0.875
AMP101,4.780821918,F,4,3,8,monkey,0,1039016,1039022,4.719813,basketball,incorrect2,7,8,0.875
AMP067,4.630136986,M,1,3,1,bear,0,1401325,1401330,3.424169,mountain,incorrect2,3,8,0.375
AMP067,4.630136986,M,1,3,2,sheep,1,1401337,1401342,3.368559,car,correct,3,8,0.375
AMP067,4.630136986,M,1,3,3,cat,1,1401348,1401353,3.689023,library,correct,3,8,0.375
AMP067,4.630136986,M,1,3,4,monkey,0,1401360,1401368,6.904811,beach,incorrect2,3,8,0.375
AMP067,4.630136986,M,1,3,5,dog,0,1401376,1401380,3.746339,movie,foil,3,8,0.375
AMP067,4.630136986,M,1,3,6,lion,1,1401386,1401391,3.904785,grocery,correct,3,8,0.375
AMP067,4.630136986,M,1,3,7,pig,0,1401399,1401403,3.591289,bedroom,incorrect2,3,8,0.375
AMP067,4.630136986,M,1,3,8,cow,0,1401411,1401417,4.539151,library,incorrect2,3,8,0.375
AMP033,4.698630137,M,3,3,1,sheep,1,605987,606002.8,14.77764,bowling,correct,8,8,1
AMP033,4.698630137,M,3,3,2,cat,1,606008.9,606013.3,3.420035,museum,correct,8,8,1
AMP033,4.698630137,M,3,3,3,cow,1,606020.9,606029.1,7.256765,basketball,correct,8,8,1
AMP033,4.698630137,M,3,3,4,lion,1,606035.2,606040.2,4.068545,movie,correct,8,8,1
AMP033,4.698630137,M,3,3,5,pig,1,606047.8,606056.8,8.007659,baseball,correct,8,8,1
AMP033,4.698630137,M,3,3,6,monkey,1,606064.4,606069.9,4.437851,subway,correct,8,8,1
AMP033,4.698630137,M,3,3,7,dog,1,606077.4,606083,4.670752,bouncehouse,correct,8,8,1
AMP033,4.698630137,M,3,3,8,bear,1,606090.6,606098.3,6.703315,castle,correct,8,8,1
AMP109,3.964383562,M,2,3,1,dog,0,72235.75,72242.47,5.725267,bedroom,incorrect2,3,8,0.375
AMP109,3.964383562,M,2,3,2,monkey,1,72250.06,72254.72,3.651472,beach,correct,3,8,0.375
AMP109,3.964383562,M,2,3,3,cow,0,72260.79,72269.84,8.056617,car,incorrect1,3,8,0.375
AMP109,3.964383562,M,2,3,4,sheep,0,72277.38,72285.65,7.275214,castle,foil,3,8,0.375
AMP109,3.964383562,M,2,3,5,cat,0,72291.7,72297.18,4.481733,basketball,foil,3,8,0.375
AMP109,3.964383562,M,2,3,6,pig,1,72304.69,72312.12,6.428102,playground,correct,3,8,0.375
AMP109,3.964383562,M,2,3,7,lion,1,72319.68,72326.7,6.013794,street,correct,3,8,0.375
AMP109,3.964383562,M,2,3,8,bear,0,72332.81,72337.49,3.673842,bouncehouse,foil,3,8,0.375
AMP028,5.690410959,M,1,3,1,bear,1,344916.1,344926.3,9.180414,pool,correct,6,8,0.75
AMP028,5.690410959,M,1,3,2,monkey,1,344933.9,344940,5.172283,candy,correct,6,8,0.75
AMP028,5.690410959,M,1,3,3,sheep,1,344947.6,344950.6,1.942402,car,correct,6,8,0.75
AMP028,5.690410959,M,1,3,4,lion,1,344958.1,344961.9,2.845498,grocery,correct,6,8,0.75
AMP028,5.690410959,M,1,3,5,dog,1,344967.9,344971.8,2.810874,beach,correct,6,8,0.75
AMP028,5.690410959,M,1,3,6,pig,0,344979.3,344984.5,4.18764,bedroom,incorrect2,6,8,0.75
AMP028,5.690410959,M,1,3,7,cow,0,344992.1,344996.9,3.863545,castle,foil,6,8,0.75
AMP028,5.690410959,M,1,3,8,cat,1,345004.4,345008.5,3.090385,library,correct,6,8,0.75
AMP123,4.008219178,F,2,3,1,sheep,1,346216.7,346222.2,4.410554,bedroom,correct,3,8,0.375
AMP123,4.008219178,F,2,3,2,cat,0,346229.7,346235.5,4.806326,pool,incorrect1,3,8,0.375
AMP123,4.008219178,F,2,3,3,dog,1,346241.5,346245.6,3.103481,car,correct,3,8,0.375
AMP123,4.008219178,F,2,3,4,pig,0,346251.6,346257.6,4.989403,library,incorrect2,3,8,0.375
AMP123,4.008219178,F,2,3,5,bear,1,346265.2,346270.7,4.459812,library,correct,3,8,0.375
AMP123,4.008219178,F,2,3,6,cow,0,346278.3,346284.4,5.107779,car,incorrect1,3,8,0.375
AMP123,4.008219178,F,2,3,7,monkey,0,346291.9,346297.1,4.163671,pool,incorrect2,3,8,0.375
AMP123,4.008219178,F,2,3,8,lion,0,346304.7,346310.8,5.118608,bedroom,incorrect1,3,8,0.375
